date,AMD,AMZN,ARKK,COIN,MSTR,NVDA,PLTR,TSLA
2023-06-29,0.009665399430258608,-0.008873661272556729,-0.008866703178995222,0.023468045897276836,0.044009688461424695,-0.0072005580056903225,-0.005249350958782499,0.004905252914132209
2023-06-30,0.02371868489900137,0.01905113813636069,0.007960885280429873,-0.012224033766064075,0.00632801075561589,0.03561320486834228,0.00851627260306439,0.016446493545468958
2023-07-03,0.01662856410176193,-0.0010745214685311468,0.021959196516075693,0.11075470680140599,0.09843276537768325,0.0026205543140207714,0.012317856343205421,0.06668035183063045
2023-07-05,-0.016277530252588157,0.0012279637641415527,-0.0035523982947536976,-0.019965306129097575,0.0007143442809248514,-0.0022659482658541914,0.011531155955390681,0.009461225032650612
2023-07-06,-0.004133089387771041,-0.015614479950363446,-0.03900715363382004,-0.0031959120187299963,-0.004134372239422657,-0.0050699160214645565,-0.036981164841439165,-0.02125228365266279
2023-07-07,-0.0027355427242028185,0.011001878790426247,0.011268323368411342,0.007907230942759308,0.01106595381430143,0.009455610623529509,0.0137842705220636,-0.007659314226953743
2023-07-10,0.003616353772396323,-0.020630536429565062,0.03681671517667424,0.031141112769843167,0.06843937317439383,-0.007628440616182319,0.06070125512044464,-0.01771977662648564
2023-07-11,-0.02009851665430183,0.01289534927354112,0.03635977968233629,0.09328198040426866,0.011195093492203071,0.0053200687411785255,0.011589061684854834,0.0006674942605875906
2023-07-12,0.028864351044748243,0.015563949723523061,0.009097710284393212,-0.03655466510235056,0.0028820781467266835,0.03469363583487228,0.006045990708466423,0.008121354742896705
2023-07-13,0.011626997255568752,0.026406663898050423,0.04428695102063561,0.21906313813924766,0.11056352216594974,0.046181410472192666,0.009000937988643619,0.021496049775542363
2023-07-14,0.00017255475250505705,0.0028254136578632553,-0.021589461046475675,-0.015920476252443506,-0.00645164169699168,-0.011110483333366917,-0.02051973981877586,0.012444771516691934
2023-07-17,0.020319978854219548,-0.008350743114511814,0.02259639369361524,0.0022764449977781755,-0.019764329753910084,0.02158240547309955,0.059188872727132275,0.03148434056863512
2023-07-18,-0.003301585133654228,-0.005480667866621604,0.0036166465686657237,-0.009136893455017805,-0.0091103954467206,0.021990156875462966,0.03833616644729698,0.010141906463636843
2023-07-19,-0.012800994019615045,0.01886777143765127,0.01572017048391409,0.05179517734886552,0.016242419956652255,-0.008818824443497382,-0.0016607082334573245,-0.00711596075110357
2023-07-20,-0.054539722343078745,-0.04071113790508541,-0.05875082688006399,-0.0841515994628366,-0.02745356422913977,-0.03363275203125776,-0.05231437916677353,-0.1024426640636013
2023-07-21,0.006329107545943632,0.000307687993656272,0.0035531855980850853,-0.004354742010704017,-0.009527337925919617,-0.026964025888835234,-0.041722312720523215,-0.011015199637560409
2023-07-24,-0.003069115440685689,-0.009273613091557636,-0.010908445843101942,-0.019733211447228616,-0.013163069477274286,0.006815096201665362,-0.006717619787014129,0.03417588510139735
2023-07-25,0.021377312280127302,0.002558849307688174,-0.0029573192063861854,-0.011906701253629743,0.01355228241432892,0.02363582220880059,0.013994724887545848,-0.014148526638195701
2023-07-26,-0.026089638894716192,-0.007618281489535843,0.0211415164563384,0.02097022284328344,0.015086428400714268,-0.004981875725930595,-0.007277105100531732,-0.003511861575139069
2023-07-27,0.009132503093676232,0.0007800788687019062,-0.029639581799778922,-0.07340643754275353,-0.03981618480951968,0.009808333639952883,-0.01718892457522975,-0.03322998965193553
2023-07-28,0.01660308272875037,0.030410134252966122,0.05338199622678781,0.022086783606953878,0.01965760716181607,0.01834910542464786,0.09784004126693051,0.041105070589749985
2023-07-31,0.012667326643748767,0.0110572111941032,0.02022297654978953,0.03982528069961495,0.007495815600054623,-0.00044929682131738,0.10794004223246949,0.0037087357528333273
2023-08-01,0.027587930205566023,-0.014998135236778893,-0.02002068842507913,-0.04628341122373457,-0.006644780839634666,-0.004762120671505233,0.0075320275148433495,-0.02406922380883306
2023-08-02,-0.07273528932067129,-0.026781097330387048,-0.057432093927336475,-0.0403131971829464,-0.06567636859764148,-0.04931815766434011,-0.052373389311959194,-0.027021352113566002
2023-08-03,0.03416065239630408,0.005444917932495522,-0.0107666848587226,0.0035323990178529694,-0.043707737458797476,0.005541516736957435,-0.013800656397050031,0.020295602012260543
2023-08-04,0.023322873597731025,0.07945180513430172,-0.017691791822333058,-0.03864349728474858,-0.03375040077524154,0.003699783716763982,-0.02763645535098372,-0.021279912186420162
2023-08-07,0.008511403104213876,0.018808843040995626,-0.005081189230069966,-0.015582914736522548,-0.01644878202450226,0.016360499234946396,-0.011605600762783014,-0.009538785882980292
2023-08-08,-0.03112748429396207,-0.016161386274731373,-0.005329829956752045,0.023909205933564822,0.0490957744857855,-0.016718639461174828,-0.05425246011041724,-0.00698396541730477
2023-08-09,-0.024677176038710277,-0.01504759501753799,-0.036738801099417566,-0.04293506215963035,-0.03034172781913555,-0.048393963073315394,-0.1109840720758781,-0.030537632908455258
2023-08-10,-0.0021748795051453446,0.005137245447970533,-0.007186802038847961,-0.011327814117971222,0.0004497794934995549,-0.003908562899793833,0.010437136376728856,0.012922436522360333
2023-08-11,-0.024427326822208464,-0.0010831058272496987,-0.0053656851809745516,-0.028955760567292627,0.016528896635776592,-0.036836113199839815,0.0,-0.011024937980288016
2023-08-14,0.040178518291804466,0.015485316080358403,0.00396867971768929,-0.002471940178688615,0.011692702974072874,0.0685309425843762,0.0199171645574763,-0.011981650600334395
2023-08-15,-0.005641933898792573,-0.020846133672850414,-0.01762885076278029,-0.020376944501483613,-0.03315417056261592,0.004264891486232087,-0.02251625388285443,-0.028771606269163794
2023-08-16,-0.038075396520064184,-0.019066286976507706,-0.02230032448894904,-0.0022758930651658477,-0.01737735444595435,-0.010385987086259629,0.005191440893684343,-0.03210324714965498
2023-08-17,-0.025990216272775746,-0.008102713606702033,-0.024547132345844744,-0.04452084214454231,-0.06389125611529026,-0.003270722437134807,-0.0878943938682008,-0.02868774932252366
2023-08-18,0.009624110777364293,-0.005688597043229265,0.0034730718333973593,-0.03186817735224261,-0.05381738090211016,-0.0010387910594265033,0.017513582960746423,-0.017161267109647337
2023-08-21,0.025929325509965438,0.010899633762398327,0.017673445039898966,0.028155646091383654,0.019974514511297132,0.08131567218079633,0.006920469335527388,0.07071456218373605
2023-08-22,-0.023939777098876014,-0.003197806521519639,-0.0021921859004458448,-0.005060568166231613,-0.017269858697695855,-0.028047389524547117,0.011655947929039448,0.00822448994977978
2023-08-23,0.03505865182358548,0.009415529041193322,0.022900863233311024,0.037730402137906474,0.049987450089682216,0.03121485228575207,0.0420482435091524,0.015615669490355368
2023-08-24,-0.0722749441247314,-0.027530224045928062,-0.03615577265811135,-0.05442435229998584,-0.028817772377667316,0.0009969786387206384,-0.07884515611604286,-0.02921607421029239
2023-08-25,0.004410660828514588,0.010713027528748599,0.01227913230289263,0.008112516782530887,-0.0015164418966807673,-0.02457699058177426,0.027207774455756634,0.036493404628287436
2023-08-28,0.0035146048994724108,-0.0009008643247144191,0.002681308279427937,-0.0074340147353093855,0.024456723927103595,0.017598108994350624,0.0075420727797385866,0.0009635784854130897
2023-08-29,0.03174867507916655,0.013206715007284348,0.05286215730168426,0.13897710284727882,0.10244661646730645,0.04077163126508516,0.050609952664648676,0.07406603958973092
2023-08-30,0.00630558944252516,0.00118530020246871,0.006902908915414326,-0.010324605135568706,-0.026130035872105453,0.009791191564956345,0.0586364176615406,-0.001089320005828064
2023-08-31,-0.00819556306141942,0.021532889699268778,0.0032051169532695055,-0.05177688681123671,-0.038814020711781555,0.0018454786517271677,-0.08628795477961193,0.004582681990043304
2023-09-01,0.03467369480354951,0.0007967306725371615,-0.002975876516964075,-0.020433487729679668,-0.01706645183907716,-0.01728974413374466,0.013262844540539597,-0.05197055872941742
2023-09-05,0.01207844549958717,-0.006173016781758742,0.008901106398035154,-0.0063026495920231445,-0.006364800473538922,0.0008036816975975859,0.001974316707930724,0.04579063580383254
2023-09-06,-0.013632856933729268,-0.014011920021062172,0.003628941469026509,0.006943591127122864,0.004143172152238261,-0.031108356107920766,0.005899732085499947,-0.017978069897591802
2023-09-07,-0.02492372030798797,0.018228281379293984,-0.003628941469026502,0.04693347045409255,0.006735166640372304,-0.017577775204194554,-0.005899732085499879,-0.0017083203640211426
2023-09-08,-0.004701908391788961,0.0027527518216119884,-0.007526504261419813,0.003661163808749567,0.009050577224738652,-0.014573412814991091,-0.005273573415114923,-0.01196040362366716
2023-09-11,-0.0072844242217829785,0.03462479564658769,0.020843486390211694,-0.018069369992000928,-0.038919779795133315,-0.00868318827375869,0.042697290487550506,0.09615118904304938
2023-09-12,-9.49735210408409e-05,-0.013153992385327589,-0.01331698212879177,0.008645193250103734,0.01471550224783778,-0.006840877574690574,-0.012747132994422058,-0.022549196320499374
2023-09-13,0.02253406365328725,0.02530902952298205,-0.013266389111121178,-0.018116875729524865,-0.017169878776434867,0.013613218509540427,0.00064124585144455,0.01418033641106544
2023-09-14,-0.010077549590722894,-0.0008979168301894522,0.004136042276780696,0.04397250426010285,0.013251423082822457,0.0021083764512410575,0.014635930364662507,0.017320639037477315
2023-09-15,-0.04940462185997977,-0.03037658988565322,-0.012691972021638317,-0.015700750480368668,-0.01635707725145885,-0.03757663630482319,-0.03209518116639237,-0.0059953082833390835
2023-09-18,0.008633477349582324,-0.0029247348968620985,-0.024686878601408058,-0.006595052097545334,-0.0004695873428039678,0.0015022440752087203,0.008444357719789776,-0.03376463807907184
2023-09-19,-0.00745176625703344,-0.016930564270193287,-0.01197332359760063,-0.04357774010538132,-0.004000758086538616,-0.010195985848241475,-0.02025553885088062,0.004588376260533905
2023-09-20,-0.012577578945493745,-0.01714838747973992,-0.017742586417265973,-0.018863597166133093,-0.017213826440027172,-0.029876685760689765,-0.027435635542607473,-0.014780377139554338
2023-09-21,-0.043071007373357235,-0.04505328140436448,-0.030878894315510493,-0.029785775374379025,-0.022471527322437106,-0.029357354057069164,-0.051507541617991814,-0.026588996104119158
2023-09-22,0.0009359507628611127,-0.0016251248796010811,-0.0183772710173693,-0.04760837321483621,-0.010017522606506013,0.014353964414841379,0.009242875180322331,-0.043236555785455495
2023-09-25,0.01219149660116263,0.01651413665688319,-0.0005153429137216426,0.01107152954042661,0.014729440725003507,0.014600877440384734,0.006349238357910823,0.008579557642104906
2023-09-26,-0.01468939411899349,-0.04113311252209692,-0.009581814448005084,-0.017291544712637257,-0.03194561658135423,-0.0073931095450158624,-0.01845334308667431,-0.011687984544270934
2023-09-27,0.02175007786163785,0.0,0.006484265957015487,0.01408077400117345,-0.0052770513759067,0.013202510381236097,0.061803790870087846,-0.014939798128788435
2023-09-28,0.04671468673781047,0.0,0.0113111393882071,0.04964213934117689,0.04124387535884374,0.014516944467593747,0.06010953906554107,0.0241549898062297
2023-09-29,0.0005836906290763782,0.009008352994332738,0.013961370506016844,-0.0010649871630871491,-0.0019476323427262284,0.009470201545469807,0.014479292237334875,0.015465456415727708
2023-10-02,0.004367001517634635,0.018240461143240686,-0.016008403373174725,0.003058659588814845,0.003679168492723803,0.029068344408258614,-0.007528259214184675,0.005500013317318054
2023-10-03,-0.03137700072236899,-0.0373007704408456,-0.027790378603041403,-0.03830218764513952,-0.05669262005435978,-0.028654679284701536,-0.06369927567617854,-0.020356864105244222
2023-10-04,0.03909386226279359,0.018115851921521226,0.014640720563320535,0.01356646819714166,0.028716819527831717,0.011969399465788955,0.05420850061945372,0.05764957536105983
2023-10-05,-0.011208891283805391,-0.008222697494164894,0.0002595597852921134,0.015531428353423306,0.009381515129801423,0.014583976514441072,0.005072989793729143,-0.0042593870629195184
2023-10-06,0.04121443801411439,0.015753318962097584,0.01723510621343688,0.05018032451209536,0.05184507724709879,0.02374907202724712,0.04936228260863208,0.0018441397469999051
2023-10-09,-0.0025208607179888526,0.0023417029658428425,0.003818294736044929,0.00812392637041154,-0.0005286180000068814,-0.010743273068497039,0.058461996796254384,-0.0033063672235030548
2023-10-10,0.018891208007234515,0.00946698516860395,0.020868086600189188,0.006552496585199021,2.9468369880715994e-05,0.011529627358815587,0.010731457268784038,0.015097007960672728
2023-10-11,-0.006442177430180952,0.017986831598422272,-0.007241812152744937,-0.028924794776168897,-0.017332055755441136,0.02177096524396214,0.006718997367987594,-0.0023926822540326844
2023-10-12,0.004421963541805189,0.003785588962598881,-0.0362377482370358,-0.028322281432372275,-0.03345742671441491,0.002965302591582023,0.0011154745954885343,-0.015789985181823882
2023-10-13,-0.034602335818396515,-0.019381108651019514,-0.018623465057226025,-0.023685700240232775,-0.01676522074227759,-0.03212191388901376,-0.032864142009043924,-0.030395093236742683
2023-10-16,0.012952228114738876,0.021042247787508333,0.019921978112043912,0.023951613045836,0.02354076906638901,0.013849727412101918,0.0,0.011088356477393282
2023-10-17,-0.012476529558710365,-0.008181257764936053,0.016729293349286974,0.029477473601885046,0.02906992263930259,-0.04792496767694244,0.027274391314292625,0.003655911168542864
