date,BRK-B,JNJ,KO,PG,TLT,VTI,VZ,XOM
2023-06-29,0.008225867548744173,0.006971222171894866,-0.008296048844923076,-0.004075234214692231,-0.018213337756855002,0.004781657593129468,0.00460648370397668,0.012258479122124437
2023-06-30,0.012066634043489335,0.008616023959717965,0.003326695685240295,0.01567513849497802,0.011725799543736034,0.010312637555823958,0.005392219790033491,0.005141428101710748
2023-07-03,0.0029282597790883597,-0.013196883837913065,0.005960292500176299,0.004996029936377942,-0.008389480407469565,0.002991723641533019,0.002417086062580857,0.001956118972845459
2023-07-05,-0.001287385171010599,-0.0033113136637375287,0.007400690730223565,-0.0017063369773076121,-0.009547798394109462,-0.003037096501677947,0.005350488083468911,-0.0051312835014307055
2023-07-06,-0.00029283507317164276,-0.007459677891717147,-0.007730894748984671,-0.001643493720174451,-0.014243981039120255,-0.008938026148641953,-0.009382148200781579,-0.03803542365704606
2023-07-07,-0.0016413555786889294,-0.014648889404001367,-0.013298119067961313,-0.021211622441867844,-0.006037434998971091,-0.0012375584397225712,-0.0336879589580717,0.002329246889963728
2023-07-10,0.0006744893786485099,0.0016312872943424817,-0.007558563732672881,0.0004031281238200334,0.001311183331908238,0.0043475903534110705,-0.021397272608011577,0.014722409139143047
2023-07-11,0.006544918131129457,-0.005532104545110179,0.003534449210663482,-0.005253590401387212,0.005127464463029022,0.007823561274104034,-0.004277711040316134,0.012152421054469974
2023-07-12,0.005749844458889997,-0.003473231618858533,0.005361938000394903,0.005186447835707155,0.011069677668280306,0.007627881900872914,-0.0037222967489700548,0.004895017260834666
2023-07-13,-0.005254835126373072,0.004607258166781973,0.008486586043560984,0.0006715302045633615,0.010457845430950713,0.008417730880146006,-0.006330991526139907,-0.018481281924455806
2023-07-14,-0.007157216739528418,0.006652450684977986,0.009072277511619802,0.007357933553828782,-0.005906095258514676,-0.001472466786359238,-0.01835451640743771,-0.03504347694362724
2023-07-17,0.009221776266263824,-0.005016551480140293,-0.0014789280560068175,-0.007089365756054028,0.000493465173523033,0.0037883325686225047,-0.07793768113813053,0.004349500853427976
2023-07-18,0.0031612907711608515,-6.292877424111835e-05,-0.003954555760869424,0.0018775487989217408,0.004528970183493384,0.00793106923666383,0.025421151720478454,-0.004547700323020287
2023-07-19,-0.008462192516989726,-0.0020137959125078437,0.017511284595582675,0.006809941005738442,0.011233269736295091,0.0026004217319240005,0.051339797857936624,0.006912287564321344
2023-07-20,0.012132950442601162,0.058955680640768164,0.012093995789811946,0.00179494334831081,-0.012216130783629158,-0.007245125527384145,-0.00976200114611051,0.017461311416824013
2023-07-21,-0.0024552653030202095,0.010692115443480702,0.0008010773136087529,0.015618592845842763,0.000295004757056479,-8.863128538617414e-05,0.007109084349155305,0.00463093659708453
2023-07-24,0.011130545419830279,0.00521581970985687,0.0003202635436531755,0.003198994128826683,-0.0036437357696137303,0.0035410936047478823,0.0029472014619471025,0.015567835388352597
2023-07-25,-0.00588065071782806,0.007628054304736867,-0.003367801852296903,0.0023437550698161736,-0.001876289915497288,0.0025153564904348085,0.007622497521958543,0.0015151865059905127
2023-07-26,0.00636671198280925,0.0019124449077184264,0.012769514965565049,0.0010399302995864519,0.0009879320768334404,0.0007489731381650899,0.0029162596185916367,-0.005598572071662838
2023-07-27,-0.00140175458761633,0.005600321847956084,-0.009721976656921193,-0.011958984629419049,-0.01964458241200765,-0.007737068102606744,-0.02327401923545475,0.0031352630277796203
2023-07-28,0.001430369861369649,0.004537982284515864,0.0006404245514063702,0.027876840763455903,0.005122752454123636,0.010376083101412283,0.014205611964112583,-0.012024140439162568
